name,neighbourhood,city,property_type,room_type,accommodates,amenities,price,review_scores_rating,reviews
Petit appartement calme et lumineux,Reuilly,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Kitchen"", ""Essentials"", ""Wifi"", ""Long term stays allowed""]",60,100,3
Stunning appartement in the Marais,Temple,Paris,Entire apartment,Entire place,2,"[""Dishwasher"", ""Essentials"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""TV"", ""Indoor fireplace"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Fire extinguisher"", ""Cable TV"", ""Shampoo"", ""Carbon monoxide alarm""]",280,100,2
Studio à deux pas des Champs-Elyees,Elysee,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Cable TV""]",75,100,1
Nice 2-rooms apt in SoPi/Montmartre,Opera,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Cable TV""]",60,100,1
Charming appartment near Montmartre,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Hot tub"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Cable TV""]",85,100,1
2 Room Apt Terrace 5m Champs Elysee,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",99,100,1
Appartement charmant 17e,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""TV"", ""Kitchen"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",40,100,1
Loft sous les toits,Palais-Bourbon,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Kitchen"", ""Washer"", ""Long term stays allowed"", ""Cable TV""]",99,100,2
Bright and spacious apartment,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""First aid kit"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Cable TV""]",89,100,1
Appartement au calme sur Paris 16,Passy,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""First aid kit"", ""Hot tub"", ""Heating"", ""Indoor fireplace"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",90,100,1
SUPER CUTE APPARTMENT IN MONTMARTRE,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Dryer"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",65,100,1
Appart. 2 pièces - Paris 9ème,Elysee,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Long term stays allowed""]",90,100,1
Charming 2 rooms 50m² - Bastille,Popincourt,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Breakfast"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",75,100,4
Beautiful studio in Montmartre,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",35,100,1
Studio 22m2 au cœur de paris !,Gobelins,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Cleaning before checkout"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",90,100,11
"Nice, calm and very sunny studio in Montparnasse",Vaugirard,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",68,100,2
Cosy Flat rue des Batignolles,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Cable TV""]",85,100,1
Super peaceful flat in South Pigalle,Opera,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed""]",55,100,3
Very central designer apartment,Temple,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",60,100,1
2 pièces sous les toits,Popincourt,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",38,100,3
Apartment in the 9ème,Opera,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",106,100,1
The Telegraphe nicest,Buttes-Chaumont,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",50,100,1
Bel appartement Bastille Marais,Popincourt,Paris,Entire apartment,Entire place,2,"[""First aid kit"", ""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Breakfast"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",90,100,3
Nice cosy flat with private garden,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""TV"", ""Iron"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Breakfast"", ""Cable TV"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Essentials"", ""Wifi""]",110,100,1
Charming & spacious apartment near Eiffel Tower,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Cable TV"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",80,100,1
Beautiful apartment in Montmartre,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",104,100,2
2 Pièces calme et lumineux Buttes Chaumont,Buttes-Chaumont,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Washer"", ""Dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",165,100,3
Appartement cosy au coeur de Paris,Vaugirard,Paris,Entire apartment,Entire place,2,"[""TV"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Washer"", ""Wifi""]",55,100,1
Quiet place in a animated neighborhood,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""Paid parking off premises"", ""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hot water"", ""Long term stays allowed"", ""Hangers"", ""Luggage dropoff allowed""]",70,100,3
"Bel appartement calme, Marais (Paris 3ème)",Temple,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",110,100,2
Modern & romantic place in Montmartre,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Kitchen"", ""Hangers"", ""Bed linens"", ""Oven"", ""Long term stays allowed"", ""Lockbox"", ""Iron"", ""Paid parking off premises"", ""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Elevator"", ""Stove"", ""Essentials"", ""Extra pillows and blankets"", ""Dishwasher"", ""Washer"", ""Hair dryer"", ""Shampoo"", ""Heating"", ""Wifi""]",110,100,6
Charmant Duplex en plein cœur de Paris,Louvre,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",60,100,1
Cosy apartment in the heart of Paris/Eiffel Tower,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Elevator"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]",120,100,4
Beautiful & cosy 1 bedroom,Popincourt,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""TV""]",70,100,15
lovely apartment T2 in Paris,Menilmontant,Paris,Entire apartment,Entire place,2,"[""Oven"", ""Hot water kettle"", ""Hair dryer"", ""Breakfast"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Dishes and silverware"", ""Fire extinguisher"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Dishwasher"", ""TV"", ""Coffee maker"", ""Microwave""]",50,100,2
Appartement Montmartre - Jules Joffrin,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Breakfast""]",70,100,1
"Cosy and modern flat for two in Paris, 15th",Vaugirard,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",75,100,1
BULLE BLANCHE EN PLEIN PARIS,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Dishes and silverware"", ""Hot water"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Host greets you"", ""TV"", ""Stove""]",80,100,1
"Appartement chaleureux, proche Tour Eiffel",Passy,Paris,Entire apartment,Entire place,2,"[""Pocket wifi"", ""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Paid parking off premises"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens""]",150,100,4
Appartement bobo parisien,Popincourt,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Washer"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",100,100,1
Cosy flat in the center of Paris (30sqm2),Luxembourg,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",85,100,2
Deux pièces à Clignancourt,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed""]",90,100,1
Paris : joli petit appart très calme et lumineux,Bourse,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Elevator"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Building staff"", ""Luggage dropoff allowed""]",70,100,4
Studio paris 15eme,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Kitchen"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed""]",72,100,9
Parc Montsouris,Observatoire,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",150,100,1
Charmant Appartement 9ème,Opera,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",65,100,1
Charmant 2 pièces refait à neuf - Brochant,Batignolles-Monceau,Paris,Entire apartment,Entire place,2,"[""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Cleaning before checkout"", ""Host greets you"", ""Long term stays allowed""]",75,100,6
Appartement typique Parisien Cosy et  Lumineux !,Popincourt,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed""]",100,100,1
Appart. vue Sacre Coeur proche Republique,Enclos-St-Laurent,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""TV""]",80,100,1
Cosy flat near the Eiffel Tower,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Ethernet connection"", ""Shampoo"", ""Heating"", ""Elevator"", ""Dedicated workspace"", ""Hair dryer"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""TV""]",52,100,3
Paris 13,Gobelins,Paris,Entire apartment,Entire place,2,"[""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Cable TV"", ""Single level home"", ""Extra pillows and blankets"", ""Bed linens"", ""Cleaning before checkout""]",50,100,1
Nice apartment close to the BOIS DE VINCENNES - Professional Cleaning,Reuilly,Paris,Entire apartment,Entire place,2,"[""Elevator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Essentials"", ""Bed linens"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Oven"", ""Wifi"", ""Long term stays allowed"", ""Microwave""]",67,100,2
Magnificent bright apartment  - Professional Cleaning,Popincourt,Paris,Entire apartment,Entire place,2,"[""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""Essentials"", ""Bed linens"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Building staff"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Microwave""]",113,100,10
Cosy apartment Buttes Chaumont / La Villette,Buttes-Chaumont,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Long term stays allowed"", ""TV""]",75,100,4
Charmant appartement dans le 18eme,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Long term stays allowed"", ""TV""]",60,100,1
Magnifique appartement - rue du commerce,Vaugirard,Paris,Entire apartment,Entire place,2,"[""Heating"", ""TV"", ""Iron"", ""Indoor fireplace"", ""Essentials"", ""Hot water"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dedicated workspace""]",150,100,2
Charming Apartment Typically Parisian,Observatoire,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Breakfast"", ""Hot water"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm""]",65,100,5
Appartement 2 pièces Haussmannien,Buttes-Chaumont,Paris,Entire apartment,Entire place,2,"[""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Microwave""]",55,100,2
Appartement avec Jardin prive au calme  à Paris,Popincourt,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Private entrance"", ""Long term stays allowed"", ""TV""]",90,100,12
Appartement  - Tour Eiffel /Rue Cler,Palais-Bourbon,Paris,Entire apartment,Entire place,2,"[""Patio or balcony"", ""High chair"", ""Bathtub"", ""Dishes and silverware"", ""Hangers"", ""Changing table"", ""Coffee maker"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Private entrance"", ""Baby bath"", ""Bed linens"", ""Dishwasher"", ""TV"", ""Crib"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Free street parking"", ""Hot water"", ""Game console"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Microwave""]",150,100,2
Bel appartement spacieux dans Paris 15e,Vaugirard,Paris,Entire apartment,Entire place,2,"[""TV"", ""Iron"", ""Hair dryer"", ""Hangers"", ""Kitchen"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Dryer"", ""Wifi""]",100,100,1
Appartement Paris 10eme,Enclos-St-Laurent,Paris,Entire apartment,Entire place,2,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV""]",100,100,1
Appartement calme pour sejour parisien,Gobelins,Paris,Entire apartment,Entire place,2,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Breakfast"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed""]",110,100,1
Lovely apartment on the canal St Martin,Enclos-St-Laurent,Paris,Entire apartment,Entire place,2,"[""TV"", ""Iron"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Breakfast"", ""Fire extinguisher"", ""Heating"", ""Refrigerator"", ""Shampoo"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Microwave"", ""Wifi""]",85,100,1
★★★★ Typical & Charming Home at the heart of Paris,Enclos-St-Laurent,Paris,Entire apartment,Entire place,2,"[""Paid parking off premises"", ""Shampoo"", ""Cooking basics"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Breakfast"", ""Bed linens"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Keypad"", ""Long term stays allowed""]",100,100,30
Paris : between Montmartre and Batignolles,Buttes-Montmartre,Paris,Entire apartment,Entire place,2,"[""Kitchen"", ""Coffee maker"", ""Hangers"", ""Bed linens"", ""Oven"", ""Long term stays allowed"", ""Iron"", ""Paid parking off premises"", ""Smoke alarm"", ""Cable TV"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Elevator"", ""Stove"", ""Essentials"", ""TV"", ""Private entrance"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Host greets you"", ""Shampoo"", ""Heating"", ""Cooking basics"", ""Microwave"", ""Wifi""]",87,100,6
